station,time_utc,epoch,confidence,loc,valid_frac,day
S16,1972-05-07T06:07:21,74066841.81,0.7417,00,0.9225,1972-05-07
S16,1972-05-13T08:48:22,74594902.19,0.5642,00,1.0,1972-05-13
S16,1972-05-23T06:00:45,75448845.74,0.4346,00,1.0,1972-05-23
S16,1972-06-30T13:43:58,78759838.64,0.4091,00,1.0,1972-06-30
S16,1972-07-01T11:15:02,78837302.79,0.4757,00,1.0,1972-07-01
S16,1972-07-01T12:05:26,78840326.49,0.5326,00,1.0,1972-07-01
S16,1972-07-02T04:42:11,78900131.47,0.42,00,1.0,1972-07-02
S16,1972-07-02T11:22:07,78924127.85,0.2998,00,1.0,1972-07-02
S16,1972-07-02T12:23:18,78927798.79,0.3022,00,1.0,1972-07-02
S16,1972-07-02T13:46:52,78932812.53,0.4287,00,1.0,1972-07-02
S16,1972-07-07T09:45:41,79350341.28,0.7361,00,0.9282,1972-07-07
S16,1972-07-17T08:07:18,80208438.79,0.4001,00,1.0,1972-07-17
S16,1972-07-31T08:16:48,81418608.75,0.5072,00,1.0,1972-07-31
S16,1972-07-31T09:30:13,81423013.89,0.4312,00,1.0,1972-07-31
S16,1972-07-31T10:11:07,81425467.62,0.4606,00,1.0,1972-07-31
S16,1972-07-31T11:25:50,81429950.04,0.4449,00,1.0,1972-07-31
S16,1972-08-15T18:48:36,82752516.08,0.3894,00,1.0,1972-08-15
S16,1972-08-29T13:04:31,83941471.85,0.4565,00,1.0,1972-08-29
S16,1972-08-30T01:27:03,83986023.09,0.5421,00,1.0,1972-08-30
S16,1972-08-30T02:06:10,83988370.57,0.507,00,1.0,1972-08-30
S16,1972-09-10T17:49:40,84995380.38,0.609,00,0.9074,1972-09-10
S16,1972-09-11T18:41:40,85084900.68,0.6351,00,0.9625,1972-09-11
S16,1972-09-14T06:15:15,85299315.17,0.4115,00,1.0,1972-09-14
S16,1972-10-13T18:45:03,87849903.55,0.4754,00,1.0,1972-10-13
S16,1972-10-27T10:52:30,89031150.34,0.4555,00,1.0,1972-10-27
S16,1972-10-28T02:15:21,89086521.21,0.4411,00,1.0,1972-10-28
S16,1972-10-28T02:49:00,89088540.23,0.3997,00,1.0,1972-10-28
S16,1972-11-03T15:45:51,89653551.55,0.6458,00,0.9495,1972-11-03
S16,1972-11-24T21:40:14,91489214.04,0.5047,00,1.0,1972-11-24
S16,1972-11-26T03:08:58,91595338.11,0.4518,00,1.0,1972-11-26
S16,1972-11-26T11:42:44,91626164.38,0.5162,00,1.0,1972-11-26
S16,1972-11-26T12:56:28,91630588.83,0.4123,00,1.0,1972-11-26
S16,1972-11-26T13:47:11,91633631.85,0.4783,00,1.0,1972-11-26
S16,1972-11-26T23:36:57,91669017.81,0.5134,00,1.0,1972-11-26
S16,1972-11-27T00:34:04,91672444.83,0.5026,00,1.0,1972-11-27
S16,1972-11-27T01:24:47,91675487.85,0.4674,00,1.0,1972-11-27
S16,1972-11-27T01:56:30,91677390.94,0.4833,00,1.0,1972-11-27
S16,1972-11-27T02:36:46,91679806.04,0.4855,00,1.0,1972-11-27
S16,1972-11-27T05:24:12,91689852.83,0.3911,00,1.0,1972-11-27
S16,1972-11-27T07:55:52,91698952.91,0.3721,00,1.0,1972-11-27
S16,1972-11-27T08:48:12,91702092.53,0.3692,00,1.0,1972-11-27
S16,1972-11-27T10:22:14,91707734.19,0.324,00,1.0,1972-11-27
S16,1972-11-27T10:52:30,91709550.34,0.478,00,0.9321,1972-11-27
S16,1972-12-01T09:45:50,92051150.94,0.6057,00,0.9522,1972-12-01
S16,1972-12-08T08:25:20,92651120.75,0.4562,00,1.0,1972-12-08
S16,1972-12-10T20:33:05,92867585.66,0.4666,00,1.0,1972-12-10
S16,1972-12-22T10:16:07,93867367.09,0.6522,00,0.9639,1972-12-22
S16,1973-01-10T13:47:02,95521622.19,0.4699,00,1.0,1973-01-10
S16,1973-02-09T04:39:27,98080767.25,0.4008,00,1.0,1973-02-09
S16,1973-02-15T00:40:11,98584811.92,0.6015,00,0.9268,1973-02-15
S16,1973-02-16T21:06:35,98744795.02,0.561,00,1.0,1973-02-16
S16,1973-02-23T11:34:02,99315242.72,0.4647,00,1.0,1973-02-23
S16,1973-02-23T13:17:44,99321464.0,0.5557,00,1.0,1973-02-23
S16,1973-02-23T14:07:38,99324458.72,0.4687,00,1.0,1973-02-23
S16,1973-02-23T15:39:25,99329965.13,0.4854,00,1.0,1973-02-23
S16,1973-02-23T16:21:45,99332505.81,0.417,00,1.0,1973-02-23
S16,1973-02-23T17:12:28,99335548.83,0.4094,00,1.0,1973-02-23
S16,1973-02-23T18:00:27,99338427.62,0.4322,00,0.9721,1973-02-23
S16,1973-02-23T18:45:22,99341122.87,0.4349,00,1.0,1973-02-23
S16,1973-02-23T19:47:51,99344871.09,0.4597,00,1.0,1973-02-23
S16,1973-02-23T20:39:41,99347981.74,0.4797,00,1.0,1973-02-23
S16,1973-02-23T21:51:10,99352270.94,0.4698,00,1.0,1973-02-23
S16,1973-03-24T15:31:12,101835072.45,0.4697,00,1.0,1973-03-24
S16,1973-03-25T06:28:17,101888897.66,0.5287,00,1.0,1973-03-25
S16,1973-03-25T11:12:37,101905957.89,0.3816,00,1.0,1973-03-25
S16,1973-04-08T20:45:39,103149939.17,0.7013,00,0.9099,1973-04-08
S16,1973-04-09T07:57:29,103190249.51,0.4095,00,1.0,1973-04-09
S16,1973-04-16T12:43:16,103812196.68,0.4401,00,1.0,1973-04-16
S16,1973-04-22T11:02:09,104324529.96,0.426,00,1.0,1973-04-22
S16,1973-04-22T12:49:52,104330992.75,0.4848,00,1.0,1973-04-22
S16,1973-04-23T14:17:47,104422667.32,0.4908,00,1.0,1973-04-23
S16,1973-04-23T14:59:19,104425159.7,0.4265,00,1.0,1973-04-23
S16,1973-04-23T16:42:12,104431332.68,0.4591,00,1.0,1973-04-23
S16,1973-04-23T17:12:57,104433177.81,0.4468,00,1.0,1973-04-23
S16,1973-04-23T18:35:23,104438123.92,0.4192,00,1.0,1973-04-23
S16,1973-05-08T19:51:13,105738673.96,0.4084,00,1.0,1973-05-08
S16,1973-05-17T14:33:43,106497223.7,0.7905,00,0.9179,1973-05-17
S16,1973-05-22T05:08:06,106895286.79,0.413,00,1.0,1973-05-22
S16,1973-05-23T03:00:55,106974055.09,0.5259,00,1.0,1973-05-23
S16,1973-05-23T06:14:17,106985657.21,0.5238,00,1.0,1973-05-23
S16,1973-05-23T08:48:41,106994921.51,0.4458,00,1.0,1973-05-23
S16,1973-05-23T09:30:04,106997404.23,0.4725,00,1.0,1973-05-23
S16,1973-05-27T07:42:40,107336560.75,0.5689,00,0.9211,1973-05-27
S16,1973-05-31T21:16:14,107730974.64,0.7114,00,0.9195,1973-05-31
S16,1973-06-06T02:33:42,108182022.49,0.6036,00,0.9168,1973-06-06
S16,1973-06-07T06:57:55,108284275.17,0.426,00,1.0,1973-06-07
S16,1973-06-12T12:07:32,108734852.08,0.6384,00,0.9307,1973-06-12
S16,1973-06-20T13:28:40,109430920.91,0.4452,00,1.0,1973-06-20
S16,1973-06-20T14:59:48,109436388.68,0.4558,00,1.0,1973-06-20
S16,1973-06-21T10:43:58,109507438.34,0.4392,00,1.0,1973-06-21
S16,1973-06-21T11:21:48,109509708.53,0.4424,00,1.0,1973-06-21
S16,1973-06-21T13:35:55,109517755.62,0.4892,00,1.0,1973-06-21
S16,1973-06-21T15:08:59,109523339.32,0.4699,00,1.0,1973-06-21
S16,1973-06-21T16:13:04,109527184.15,0.5255,00,1.0,1973-06-21
S16,1973-06-21T17:33:53,109532033.66,0.4517,00,1.0,1973-06-21
S16,1973-06-21T18:14:37,109534477.74,0.4253,00,1.0,1973-06-21
S16,1973-07-06T17:27:07,110827627.92,0.493,00,1.0,1973-07-06
S16,1973-07-11T07:31:05,111223865.21,0.7266,00,0.9534,1973-07-11
S16,1973-07-15T19:33:40,111612820.98,0.6446,00,0.9364,1973-07-15
S16,1973-07-20T08:58:01,112006681.81,0.472,00,1.0,1973-07-20
S16,1973-07-20T10:31:15,112012275.17,0.4701,00,1.0,1973-07-20
S16,1973-07-20T11:45:18,112016718.94,0.4575,00,1.0,1973-07-20
S16,1973-07-20T12:45:31,112020331.92,0.4994,00,1.0,1973-07-20
S16,1973-07-20T22:14:22,112054462.04,0.5377,00,1.0,1973-07-20
S16,1973-07-20T23:17:57,112058277.89,0.4863,00,1.0,1973-07-20
S16,1973-07-21T00:13:37,112061617.96,0.4262,00,1.0,1973-07-21
S16,1973-08-05T04:08:13,113371693.13,0.4542,00,1.0,1973-08-05
S16,1973-08-19T00:36:39,114568599.4,0.5222,00,1.0,1973-08-19
S16,1973-08-19T01:24:28,114571468.53,0.4586,00,1.0,1973-08-19
S16,1973-08-19T11:43:52,114608632.0,0.4808,00,1.0,1973-08-19
S16,1973-08-19T12:27:58,114611278.94,0.4306,00,1.0,1973-08-19
S16,1973-09-17T23:36:19,117156979.17,0.4382,00,1.0,1973-09-17
S16,1973-09-18T00:23:27,117159807.25,0.3976,00,1.0,1973-09-18
S16,1973-10-17T06:25:52,119687152.75,0.4462,00,1.0,1973-10-17
S16,1973-10-17T07:48:09,119692089.21,0.4688,00,1.0,1973-10-17
S16,1973-10-17T09:32:58,119698378.11,0.4722,00,1.0,1973-10-17
S16,1973-10-17T11:11:59,119704319.25,0.4672,00,1.0,1973-10-17
S16,1973-10-17T11:44:11,119706251.32,0.5134,00,1.0,1973-10-17
S16,1973-10-18T00:53:24,119753604.08,0.455,00,1.0,1973-10-18
S16,1973-11-01T16:45:35,121020335.55,0.5142,00,1.0,1973-11-01
S16,1973-11-13T20:54:11,122072051.17,0.7566,00,0.9497,1973-11-13
S16,1973-11-15T14:18:06,122221086.64,0.4738,00,1.0,1973-11-15
S16,1973-11-15T23:46:18,122255178.11,0.4889,00,1.0,1973-11-15
S16,1973-11-16T01:46:12,122262372.68,0.3923,00,1.0,1973-11-16
S16,1973-11-16T03:38:35,122269115.62,0.4261,00,1.0,1973-11-16
S16,1973-11-16T04:30:45,122272245.58,0.3609,00,1.0,1973-11-16
S16,1973-11-24T01:51:02,122953862.49,0.7211,00,0.957,1973-11-24
S16,1973-11-29T02:21:18,123387678.64,0.6797,00,0.9511,1973-11-29
S16,1973-12-01T07:26:05,123578765.74,0.4776,00,1.0,1973-12-01
S16,1973-12-15T11:01:31,124801291.32,0.4742,00,1.0,1973-12-15
S16,1973-12-15T13:05:20,124808720.15,0.4229,00,1.0,1973-12-15
S16,1973-12-15T14:38:52,124814332.83,0.4009,00,1.0,1973-12-15
S16,1973-12-28T13:52:20,125934740.98,0.7639,00,0.9287,1973-12-28
S16,1973-12-29T08:21:28,126001288.91,0.687,00,0.962,1973-12-29
S16,1973-12-30T22:00:31,126136831.25,0.4855,00,1.0,1973-12-30
S16,1974-01-13T10:34:09,127305249.06,0.4694,00,1.0,1974-01-13
S16,1974-01-13T11:34:31,127308871.7,0.477,00,1.0,1974-01-13
S16,1974-01-13T23:23:36,127351416.0,0.4552,00,1.0,1974-01-13
