station,time_utc,epoch,confidence,loc,valid_frac,day
S15,1971-08-03T03:02:31,50036551.7,0.4971,00,1.0,1971-08-03
S15,1971-08-10T21:05:46,50706346.72,0.7337,00,0.9081,1971-08-10
S15,1971-08-11T22:58:48,50799528.3,0.6775,00,0.9646,1971-08-11
S15,1971-08-27T15:46:01,52155961.21,0.7612,00,0.9239,1971-08-27
S15,1971-09-21T19:20:09,54328809.51,0.419,00,1.0,1971-09-21
S15,1971-09-21T22:05:30,54338730.72,0.3501,00,1.0,1971-09-21
S15,1971-09-22T03:27:19,54358039.4,0.3495,00,1.0,1971-09-22
S15,1971-09-22T04:41:13,54362473.51,0.3738,00,1.0,1971-09-22
S15,1971-09-22T05:32:15,54365535.85,0.3395,00,1.0,1971-09-22
S15,1971-09-22T07:44:46,54373486.34,0.3411,00,1.0,1971-09-22
S15,1971-09-22T08:16:00,54375360.45,0.3451,00,1.0,1971-09-22
S15,1971-09-22T09:27:39,54379659.32,0.3701,00,1.0,1971-09-22
S15,1971-09-22T11:22:36,54386556.83,0.3594,00,1.0,1971-09-22
S15,1971-09-22T11:53:02,54388382.64,0.3624,00,1.0,1971-09-22
S15,1971-10-04T18:52:18,55450338.26,0.6955,00,0.93,1971-10-04
S15,1971-10-20T18:06:25,56829985.06,0.4211,00,1.0,1971-10-20
S15,1971-11-27T18:51:58,60115918.94,0.7566,00,0.9019,1971-11-27
S15,1971-12-05T05:36:46,60759406.34,0.7221,00,0.9257,1971-12-05
S15,1972-01-20T18:25:24,64779924.98,0.5029,00,1.0,1972-01-20
S15,1972-01-26T17:49:01,65296141.74,0.6049,00,0.9595,1972-01-26
S15,1972-03-12T14:12:09,69257529.21,0.6492,00,0.9271,1972-03-12
S15,1972-03-15T02:33:13,69474793.51,0.7251,00,0.9225,1972-03-15
S15,1972-04-04T17:11:21,71255481.21,0.4939,00,1.0,1972-04-04
S15,1972-04-19T21:02:43,72565363.17,0.4567,00,1.0,1972-04-19
S15,1972-05-07T06:07:02,74066822.49,0.7245,00,0.919,1972-05-07
S15,1972-05-13T08:47:33,74594853.89,0.564,00,1.0,1972-05-13
S15,1972-05-13T14:02:10,74613730.26,0.7087,00,0.9339,1972-05-13
S15,1972-05-31T06:50:21,76143021.13,0.7373,00,0.9376,1972-05-31
S15,1972-07-17T21:55:31,80258131.77,0.4321,00,1.0,1972-07-17
S15,1972-07-25T23:09:16,80953756.23,0.6983,00,0.9373,1972-07-25
S15,1972-07-31T18:07:42,81454062.34,0.5446,00,1.0,1972-07-31
S15,1972-08-18T18:52:18,83011938.26,0.688,00,0.9312,1972-08-18
S15,1972-09-26T06:59:41,86338781.43,0.6697,00,0.952,1972-09-26
S15,1972-11-11T15:26:22,90343582.64,0.6645,00,0.9028,1972-11-11
S15,1972-12-06T07:12:34,92473954.26,0.4832,00,1.0,1972-12-06
S15,1972-12-10T20:32:36,92867556.68,0.4269,00,1.0,1972-12-10
S15,1972-12-18T11:06:11,93524771.47,0.6567,00,0.9531,1972-12-18
S15,1973-01-14T18:52:08,95885528.6,0.6749,00,0.9158,1973-01-14
S15,1973-03-13T08:02:00,100857720.0,0.4546,00,1.0,1973-03-13
S15,1973-03-28T09:37:09,102159429.28,0.4261,00,1.0,1973-03-28
S15,1973-03-31T20:27:17,102457637.89,0.4134,00,1.0,1973-03-31
S15,1973-04-20T04:15:08,104127308.53,0.682,00,0.9698,1973-04-20
S15,1973-04-26T18:52:27,104698347.92,0.6676,00,0.9497,1973-04-26
S15,1973-05-17T08:11:00,106474260.98,0.5197,00,1.0,1973-05-17
S15,1973-05-18T08:22:17,106561337.21,0.788,00,0.9069,1973-05-18
S15,1973-05-18T10:45:54,106569954.26,0.7303,00,0.9545,1973-05-18
S15,1973-06-01T17:18:06,107803086.94,0.7287,00,0.941,1973-06-01
S15,1973-06-13T11:59:48,108820788.38,0.6355,00,0.9239,1973-06-13
S15,1973-06-14T02:54:09,108874449.36,0.4934,00,0.903,1973-06-14
S15,1973-07-05T15:04:48,110732688.15,0.5817,00,0.9126,1973-07-05
S15,1973-07-14T18:53:54,111524034.87,0.4447,00,1.0,1973-07-14
S15,1973-07-15T10:47:21,111581241.21,0.7336,00,0.9257,1973-07-15
S15,1973-07-28T18:52:08,112733528.6,0.75,00,0.9211,1973-07-28
S15,1973-08-16T10:59:45,114346785.06,0.425,00,1.0,1973-08-16
S15,1973-08-17T18:51:58,114461518.94,0.7582,00,0.9001,1973-08-17
S15,1973-09-02T02:30:29,115785029.28,0.7,00,0.9184,1973-09-02
S15,1973-09-04T14:14:05,116000045.13,0.4748,00,0.9925,1973-09-04
S15,1973-09-27T07:52:39,117964359.7,0.707,00,0.9177,1973-09-27
S15,1973-09-28T17:59:48,118087188.98,0.7389,00,0.9236,1973-09-28
S15,1973-10-09T11:07:28,119012848.75,0.6568,00,0.928,1973-10-09
S15,1973-11-18T19:41:34,122499694.34,0.6683,00,0.9646,1973-11-18
S15,1973-11-29T14:23:54,123431034.42,0.7239,00,0.9296,1973-11-29
S15,1973-12-01T13:10:19,123599419.62,0.6639,00,0.9691,1973-12-01
S15,1973-12-07T12:50:41,124116641.06,0.762,00,0.9085,1973-12-07
S15,1973-12-08T12:20:05,124201205.58,0.6248,00,0.9691,1973-12-08
S15,1973-12-22T12:32:39,125411559.09,0.4581,00,1.0,1973-12-22
S15,1973-12-28T13:52:59,125934779.62,0.7532,00,0.9126,1973-12-28
S15,1973-12-29T08:21:19,126001279.25,0.6897,00,0.955,1973-12-29
S15,1974-01-28T07:51:12,128591472.75,0.6831,00,0.9385,1974-01-28
S15,1974-02-21T17:49:11,130700951.4,0.6335,00,0.9501,1974-02-21
